Bola1;Bola2;Bola3;Bola4;Bola5
3;7;38;41;46
4;21;22;45;58
8;15;37;74;77
26;32;35;44;48
7;9;21;33;53
28;43;51;54;78
4;10;15;34;76
44;49;59;70;78
1;20;38;55;70
16;18;21;50;78
1;14;32;53;61
9;31;63;69;70
5;22;34;37;58
8;14;20;45;52
19;22;31;40;45
3;16;23;42;55
5;26;48;61;69
38;42;45;52;57
9;39;40;45;80
10;30;51;55;77
9;18;26;51;77
18;24;46;49;57
1;6;42;71;73
4;20;32;75;77
5;8;9;35;54
4;18;27;46;80
20;21;65;68;76
27;49;55;62;74
30;32;38;51;73
8;19;23;43;63
5;8;28;61;74
9;10;24;48;53
25;31;42;44;49
23;36;37;53;56
5;11;21;24;43
10;36;43;60;63
17;30;33;78;79
11;13;26;31;73
4;5;16;23;54
1;8;18;36;53
7;24;39;58;76
4;5;31;42;70
8;11;46;68;79
23;33;35;36;39
13;16;48;57;65
11;13;69;73;77
9;12;16;26;37
25;28;29;33;67
7;10;20;24;75
25;40;69;71;78
8;40;49;53;75
10;18;26;72;79
20;37;46;55;60
13;23;37;40;63
16;25;28;30;68
15;24;28;65;72
4;8;10;44;70
28;39;40;42;64
6;7;21;28;30
54;55;62;71;78
13;15;24;36;44
14;19;32;37;70
14;18;26;36;57
7;20;48;55;60
25;44;59;63;73
18;26;58;64;66
5;6;16;53;61
19;29;44;50;72
4;7;47;51;53
5;13;30;43;79
24;29;31;39;42
9;10;16;22;55
12;24;56;58;74
19;22;36;41;71
28;38;41;49;57
15;22;45;48;64
3;5;27;43;49
27;50;55;69;71
46;51;64;66;71
19;32;41;43;44
8;9;43;46;70
8;45;49;52;56
2;12;20;56;80
17;28;40;58;67
10;15;35;38;50
15;20;31;33;39
54;59;63;76;80
17;23;30;35;60
12;18;32;52;57
16;26;35;53;77
2;36;41;45;68
9;21;30;46;57
31;39;70;71;76
27;35;72;73;76
12;13;22;24;63
17;36;57;66;71
6;16;41;74;79
20;25;55;64;71
14;17;18;30;40
2;19;27;54;65
6;26;29;67;74
18;43;47;69;72
11;21;31;49;65
1;22;64;72;76
22;25;46;70;73
37;39;46;54;70
40;48;49;74;79
23;34;43;68;69
15;22;25;26;28
9;41;51;70;80
19;41;67;74;79
1;2;16;29;52
17;22;27;36;57
6;19;23;48;74
7;25;26;52;63
13;42;64;73;80
39;40;47;52;79
5;12;35;53;75
4;8;21;26;35
1;3;20;23;35
25;43;52;54;78
3;34;47;60;77
6;8;28;44;63
5;20;53;56;78
14;18;44;70;80
6;36;37;40;70
4;6;10;21;58
14;35;37;57;65
27;40;44;63;76
2;9;41;72;73
23;35;66;74;79
20;24;44;49;70
2;22;23;77;80
17;22;31;46;66
15;17;23;76;78
24;44;63;65;66
13;14;70;73;76
39;41;43;56;66
19;24;48;76;79
8;34;42;56;57
2;14;18;32;68
33;38;58;60;62
6;7;32;37;50
30;39;44;62;65
8;28;45;66;70
23;36;52;69;80
16;18;26;69;78
22;38;61;65;73
6;15;27;38;39
9;20;26;63;72
10;22;36;38;65
4;16;36;70;72
33;37;43;55;59
1;43;47;61;71
14;26;43;66;67
5;22;31;44;73
19;29;45;48;50
11;21;47;49;79
49;61;67;76;78
25;32;34;70;72
17;33;36;41;74
6;22;45;75;78
2;32;46;57;80
4;9;12;49;59
1;15;52;63;74
1;21;57;70;76
57;69;70;78;79
6;15;44;56;76
21;29;58;70;72
6;10;26;41;54
6;33;44;63;78
2;22;43;44;50
45;52;53;70;76
2;9;33;35;69
20;54;68;70;80
4;22;36;48;70
1;41;45;47;49
11;15;28;57;58
26;27;29;49;70
6;43;45;49;66
26;29;52;67;71
3;13;53;54;55
24;31;63;64;68
20;39;51;64;70
10;18;20;23;59
37;47;51;67;76
4;30;33;52;66
9;10;20;21;34
33;35;66;75;79
14;42;57;64;78
21;26;34;62;65
38;63;71;72;77
12;43;47;51;55
9;36;43;51;66
7;26;30;61;71
6;14;75;77;79
20;29;57;73;75
9;13;48;72;80
26;35;38;58;80
24;40;64;67;74
2;16;39;55;66
18;19;21;47;62
8;36;40;56;64
20;22;25;52;67
30;32;38;64;77
11;17;18;44;71
9;20;23;38;46
5;12;19;61;69
1;13;45;66;67
11;32;38;41;55
2;15;31;39;40
8;18;20;38;42
14;27;44;49;50
29;36;57;69;77
3;18;38;43;44
4;6;29;71;72
8;20;68;70;78
26;33;38;66;71
18;20;34;75;78
12;17;56;64;77
2;24;54;74;76
11;18;24;40;59
32;35;37;65;66
6;28;40;45;76
7;38;64;65;79
22;32;41;67;75
19;33;62;70;75
33;38;53;61;70
14;19;21;74;77
26;44;47;55;64
6;7;13;14;26
8;12;33;46;62
2;19;62;67;79
19;44;61;62;69
1;2;12;16;62
35;38;56;65;76
16;17;46;56;79
4;7;34;38;39
13;50;53;56;60
9;19;35;49;70
10;17;18;48;79
20;34;63;64;67
9;25;30;57;66
5;18;48;78;80
38;44;57;64;73
15;42;43;45;73
23;39;47;51;64
9;38;40;52;75
23;33;48;67;78
29;55;61;69;71
14;54;69;71;72
6;8;25;43;77
12;20;26;77;79
8;10;40;49;76
2;27;33;75;78
12;14;18;48;53
9;33;42;45;55
33;50;56;62;74
23;49;51;60;75
4;24;29;58;74
2;15;33;39;78
1;5;25;53;72
2;43;58;61;62
38;46;60;64;77
14;22;54;69;72
11;21;36;37;70
10;22;27;32;59
5;21;24;69;73
10;26;42;47;63
25;43;54;70;77
10;11;19;28;57
28;45;48;49;66
17;18;21;37;72
33;38;58;72;76
12;16;30;60;67
5;15;21;70;75
6;9;11;34;53
6;14;22;28;74
5;13;18;41;68
16;36;42;66;68
16;32;44;59;65
4;11;23;33;50
5;11;35;43;54
8;23;30;37;67
17;29;39;54;56
3;8;33;56;65
13;17;49;50;63
12;60;63;71;78
14;40;62;68;73
13;34;46;70;77
25;27;31;57;79
13;27;35;73;80
7;15;21;22;55
8;45;49;62;75
12;13;16;44;79
1;34;54;58;67
8;13;23;67;80
5;13;29;66;73
4;25;26;42;61
11;21;30;32;67
12;24;55;57;76
21;31;33;72;77
10;18;22;45;55
9;16;42;51;73
2;3;41;60;80
9;23;29;34;43
9;25;66;76;80
13;23;26;42;79
8;37;59;63;73
2;12;13;18;28
3;4;11;25;51
3;25;37;42;77
10;13;25;69;70
5;17;25;64;66
30;37;42;63;78
2;21;30;48;51
8;13;32;52;54
11;24;33;34;79
7;23;36;66;69
20;41;48;51;65
7;62;67;73;80
21;30;47;55;67
3;23;26;51;60
25;31;51;72;74
18;27;56;77;78
26;34;60;69;74
14;45;72;73;80
7;8;9;53;56
6;20;37;50;51
7;53;62;71;75
13;48;54;57;78
3;17;26;47;56
2;26;52;54;58
2;11;39;54;59
11;24;41;50;57
2;5;62;79;80
26;36;43;66;77
10;17;27;30;44
13;22;49;68;74
11;12;32;43;78
1;27;38;59;74
2;23;37;49;58
29;34;40;54;79
11;70;74;77;80
11;18;51;70;75
7;19;25;37;40
8;13;16;26;79
15;34;41;62;73
1;20;29;49;67
13;29;54;72;77
1;10;11;58;68
31;37;59;64;69
10;13;15;51;56
29;35;44;53;62
5;13;17;29;67
45;46;53;65;67
33;44;52;58;66
7;12;25;35;74
4;29;48;61;77
4;16;26;30;55
5;16;39;45;47
50;61;69;76;78
1;28;34;38;43
31;37;38;55;58
8;39;60;62;71
2;6;41;66;80
37;45;60;61;78
8;34;54;63;69
13;37;42;68;78
8;31;38;42;48
16;42;43;52;58
5;9;19;24;49
12;14;25;58;68
1;19;22;27;35
1;4;35;36;68
7;11;49;50;78
13;22;46;70;77
2;7;20;53;79
17;20;27;33;71
19;23;68;74;80
10;15;19;36;54
40;46;58;64;80
41;58;70;71;80
23;42;64;72;79
2;13;16;42;67
31;38;46;65;79
5;20;59;74;78
30;59;64;66;69
26;36;38;59;65
13;17;36;45;80
10;22;32;45;54
10;35;42;55;77
37;40;45;47;69
10;31;33;49;52
16;44;51;64;72
31;55;67;72;75
29;37;52;54;59
23;39;46;53;77
18;36;43;54;65
6;13;33;57;59
11;21;33;59;62
13;51;63;66;68
27;41;62;77;80
26;49;68;72;78
7;13;29;30;56
4;12;18;61;69
33;42;57;67;75
4;10;33;38;58
10;18;30;31;32
15;18;41;66;75
6;57;74;79;80
9;16;39;42;78
11;16;32;46;71
19;61;65;77;80
13;26;29;52;57
4;5;8;14;18
5;22;40;45;64
23;27;31;36;59
2;10;17;19;51
10;21;28;63;64
18;34;36;48;60
24;29;42;50;55
5;15;49;65;78
3;50;63;68;73
3;10;17;23;68
28;30;52;53;66
15;23;37;58;75
31;42;53;60;70
9;18;36;54;62
15;20;32;33;78
10;13;14;70;78
13;41;49;57;59
1;8;39;46;51
14;31;35;37;75
9;38;39;55;64
32;46;55;75;79
17;22;24;46;49
3;4;16;47;70
16;20;27;67;80
6;7;8;15;55
23;33;42;68;74
36;55;60;62;77
3;11;33;41;46
7;43;52;63;80
4;21;47;67;77
16;22;28;47;71
11;19;24;26;71
7;18;29;35;53
15;35;58;72;80
21;24;31;32;37
1;20;43;44;77
3;25;60;61;71
5;6;17;28;50
3;12;29;46;47
6;19;26;36;43
25;39;44;51;79
26;56;64;66;67
6;27;36;65;70
4;10;26;51;63
1;15;59;68;72
2;27;39;53;80
7;22;28;73;77
13;18;22;31;32
3;12;33;54;71
3;4;10;64;65
14;28;44;65;76
9;27;47;67;69
38;55;60;65;73
2;16;59;71;74
6;24;35;42;62
1;9;12;23;33
22;25;27;28;34
8;34;44;64;65
30;56;60;75;76
51;60;62;69;75
5;13;20;29;38
4;9;29;33;36
2;12;16;57;65
16;29;52;62;73
15;23;34;59;72
20;48;56;61;67
5;14;15;27;52
8;12;19;37;74
32;48;52;62;75
4;25;60;63;65
4;49;54;68;71
6;24;40;46;67
12;13;22;63;75
18;19;59;64;76
36;43;49;54;66
4;20;24;55;68
11;14;31;59;76
6;12;36;38;67
31;33;53;59;79
4;51;54;63;66
25;42;45;54;79
10;14;22;26;35
12;23;24;27;45
19;23;58;61;79
47;67;71;79;80
3;5;18;31;36
21;26;27;28;50
11;14;30;50;70
3;7;32;55;57
27;38;45;58;61
12;16;18;47;74
3;24;44;56;64
7;13;49;65;80
50;60;65;71;78
2;49;51;64;76
19;22;33;68;76
8;11;36;63;78
4;16;29;47;76
5;14;32;35;78
21;25;40;66;67
1;13;66;72;78
28;61;70;75;78
11;12;35;49;74
3;11;12;66;74
10;11;19;41;48
17;44;60;61;77
11;34;39;46;75
9;26;29;37;48
32;45;56;63;67
3;29;33;53;69
9;31;33;57;66
18;40;41;44;77
4;31;34;56;67
20;35;47;51;71
25;28;31;48;76
6;11;21;45;48
12;31;44;46;51
9;16;53;55;80
4;25;40;55;59
26;30;36;58;61
21;23;41;54;72
11;27;37;71;79
8;20;41;49;66
12;22;36;72;75
4;21;49;51;52
6;7;16;50;56
8;20;31;40;41
14;17;30;48;58
3;16;37;48;60
5;12;19;65;71
10;14;23;29;75
2;37;41;54;64
5;16;35;42;62
2;13;23;46;49
23;57;66;73;77
26;30;36;49;76
13;23;61;66;74
9;28;30;63;73
5;28;36;55;57
4;19;56;59;75
15;22;37;41;80
10;17;19;33;37
29;33;34;50;76
33;42;46;52;61
3;11;17;31;56
25;41;46;64;70
3;19;47;51;61
5;41;49;58;76
14;32;48;55;61
30;33;35;55;80
4;15;16;38;50
9;28;31;36;71
5;43;46;62;75
12;17;42;49;62
28;39;46;75;76
7;9;23;37;66
3;11;13;15;36
1;11;41;47;67
13;14;26;32;60
17;51;62;66;71
20;32;40;65;68
40;45;49;50;59
28;31;34;36;70
6;14;29;48;80
20;26;65;72;80
12;21;54;56;72
1;29;37;55;70
7;19;45;74;80
9;20;63;66;76
16;18;41;43;59
8;15;19;31;49
2;12;24;30;72
17;25;37;75;76
13;38;44;53;64
1;53;62;67;77
3;8;25;30;72
50;51;62;70;76
5;9;18;43;78
38;49;54;55;78
8;23;37;60;61
2;3;33;49;76
17;27;28;35;68
6;16;28;41;62
5;12;26;56;61
36;52;60;75;76
3;40;55;75;80
20;26;46;56;59
9;24;54;62;63
17;37;45;69;72
9;18;57;66;79
33;41;42;72;79
18;23;32;44;69
9;39;56;59;66
1;12;35;43;71
37;50;51;61;66
6;8;27;34;37
9;21;31;70;73
17;20;32;50;57
4;33;57;63;77
30;53;66;67;76
29;44;57;68;78
2;29;47;68;69
10;37;48;64;74
8;26;56;61;72
17;26;44;55;62
19;53;61;72;75
50;56;60;64;72
35;40;57;60;73
13;15;40;54;80
2;3;4;45;78
6;16;24;56;59
19;32;41;66;72
6;18;55;57;80
5;9;39;51;63
3;36;50;51;62
1;9;39;42;56
40;60;65;66;76
2;3;25;31;74
12;18;19;37;43
20;21;33;47;78
11;13;18;23;45
4;26;51;53;77
9;16;21;55;80
9;14;30;44;64
3;44;59;60;77
40;52;54;66;72
25;32;39;42;52
5;17;27;29;51
29;32;42;45;59
38;42;44;46;73
4;31;34;64;76
2;6;32;53;78
19;39;53;57;60
11;16;38;43;71
20;31;56;62;64
40;45;51;61;78
8;14;15;17;42
9;21;47;77;80
18;20;35;58;80
1;3;34;47;73
1;52;59;62;70
1;34;40;63;75
6;11;15;33;39
15;33;52;67;70
16;38;53;54;55
6;24;54;55;69
52;67;71;72;79
7;15;26;43;73
6;11;15;36;59
4;15;21;41;52
24;29;56;64;68
11;15;42;44;56
33;34;43;44;46
13;44;53;63;71
8;44;71;75;80
19;20;43;51;67
5;6;39;42;64
2;16;18;19;47
3;7;36;65;68
4;16;23;50;73
32;41;42;66;72
4;5;15;23;39
15;30;56;67;70
6;8;10;19;63
6;21;36;38;65
18;55;61;71;76
23;26;45;50;74
9;12;35;73;75
19;35;61;67;73
4;30;63;71;75
6;24;30;61;73
4;9;50;62;72
6;21;52;67;73
7;16;31;49;55
35;60;66;72;79
19;36;49;65;67
1;4;14;18;43
26;44;51;61;74
10;11;23;37;67
4;34;55;58;63
4;10;64;71;75
5;42;43;69;78
14;15;47;50;72
37;39;51;53;76
10;20;65;66;79
15;48;54;65;66
15;18;36;40;66
6;26;29;44;62
4;9;21;63;66
26;47;61;65;74
17;29;41;46;51
40;44;58;62;77
12;18;46;49;64
41;44;63;65;76
40;42;64;66;73
12;45;57;61;65
8;20;31;47;59
21;41;48;49;61
29;30;56;59;78
6;19;25;31;42
24;50;52;54;55
11;12;51;79;80
7;12;36;42;48
4;19;40;46;69
3;35;53;76;78
7;44;67;72;78
4;47;51;52;54
7;45;57;58;77
23;27;40;58;80
21;61;67;72;77
16;18;31;43;68
3;12;15;28;44
6;36;43;49;65
16;38;42;70;71
20;28;32;50;72
28;32;39;54;58
16;24;25;57;60
8;35;37;46;72
1;31;51;66;67
27;35;39;45;50
1;18;41;53;67
8;18;25;35;77
7;17;19;40;63
11;15;50;56;64
5;14;31;66;78
2;31;33;45;72
1;15;29;34;49
19;31;33;42;63
2;9;40;66;79
12;14;27;46;61
11;14;19;49;77
2;16;24;47;68
15;35;43;50;62
13;25;29;36;60
14;17;26;51;67
35;52;69;75;79
7;8;31;41;62
1;37;44;57;80
10;23;45;63;78
2;13;58;64;66
33;35;36;60;67
12;42;49;73;76
5;12;18;44;69
1;8;17;70;72
16;34;58;61;74
30;32;34;43;49
5;10;33;49;62
3;29;45;61;76
5;8;31;39;76
37;49;52;53;74
10;37;48;49;54
10;16;65;76;78
14;62;68;70;80
2;6;26;37;68
8;33;56;65;74
7;11;31;46;50
14;15;23;60;71
23;24;73;74;75
6;13;36;39;52
9;28;36;50;74
8;14;30;62;75
30;42;65;74;76
1;13;36;41;71
18;23;56;62;68
2;5;11;55;73
13;39;53;72;73
2;9;36;41;70
13;46;50;61;72
12;14;34;44;56
20;27;49;61;79
13;20;27;39;77
27;38;53;72;76
20;23;24;41;48
31;42;48;60;75
28;30;70;72;73
4;7;13;29;40
17;46;48;55;79
4;13;28;30;50
48;73;76;77;80
17;19;30;38;75
2;4;31;43;66
4;7;32;33;40
15;40;61;68;78
2;9;34;35;50
12;35;47;57;61
2;21;31;60;70
4;25;45;49;66
8;13;29;61;76
10;22;25;45;51
6;30;32;65;71
2;34;37;39;75
18;32;56;58;64
24;52;54;67;69
17;24;27;63;71
25;50;60;61;63
27;28;41;64;71
3;26;52;63;75
3;36;44;57;73
6;32;43;49;67
3;35;52;54;75
10;30;43;57;75
10;12;21;29;40
39;46;55;66;70
9;12;35;36;59
12;32;45;64;80
17;27;53;78;79
24;50;65;72;79
32;45;66;73;75
29;33;64;68;74
13;19;28;34;54
15;19;21;43;44
10;11;18;37;50
13;14;24;29;46
17;20;45;48;62
8;14;26;45;61
11;56;61;69;78
7;13;34;68;78
13;38;51;62;76
26;43;52;60;76
17;27;33;50;77
11;18;28;30;69
11;12;17;30;66
32;41;45;53;66
7;33;44;57;65
3;4;23;34;78
6;10;26;39;65
5;37;49;52;67
4;38;48;56;68
6;19;46;59;61
33;43;69;71;73
17;21;31;61;79
9;67;68;71;72
5;16;53;55;74
5;18;28;70;75
33;35;50;54;73
3;12;22;29;31
11;16;64;75;77
12;18;26;48;56
23;34;50;53;78
2;21;41;55;80
4;18;40;49;78
1;4;33;34;70
13;16;28;40;56
20;29;50;51;72
2;17;25;41;68
39;56;66;70;75
17;29;33;44;70
35;51;64;66;72
2;9;12;13;58
2;16;21;46;60
9;23;62;64;74
19;31;38;57;74
23;48;53;56;77
6;16;36;45;63
19;24;34;54;77
2;4;36;42;56
18;19;28;54;73
5;29;44;74;77
4;40;41;60;63
15;46;53;61;72
31;33;58;59;68
16;30;54;61;67
16;27;42;53;66
3;23;29;46;57
9;39;63;69;75
7;9;20;33;61
7;40;62;64;72
6;35;58;63;73
15;20;66;69;76
15;29;36;59;75
9;12;16;23;48
5;27;37;39;75
12;19;25;54;61
30;54;55;64;78
1;50;53;70;72
6;15;50;51;68
10;14;60;77;78
9;20;31;36;69
15;23;47;70;75
2;16;33;38;56
5;18;38;41;44
5;40;47;67;78
15;24;32;33;47
40;44;58;60;77
11;21;22;69;74
11;38;65;69;70
37;38;49;53;72
8;26;30;33;65
10;36;60;73;80
4;12;20;45;62
2;11;24;39;73
7;22;56;62;66
8;21;31;58;69
14;19;22;51;65
8;25;59;60;78
15;24;49;65;66
25;34;54;65;66
6;10;21;28;77
20;24;31;39;49
32;46;51;58;70
9;21;22;37;52
32;55;70;73;77
6;7;52;56;57
22;27;33;38;65
2;14;27;46;55
8;24;56;61;62
1;9;14;20;78
17;18;41;61;73
5;13;46;69;73
42;64;65;66;72
4;17;31;58;60
9;45;50;52;58
14;34;40;42;62
1;42;57;59;74
2;21;22;52;74
5;32;42;49;62
9;14;28;45;69
5;11;46;48;71
22;34;49;54;80
7;15;16;49;79
37;45;48;74;75
44;45;54;66;74
18;29;33;36;39
38;51;53;60;62
1;42;45;49;75
5;11;34;42;77
11;31;41;45;61
3;38;49;50;68
25;47;62;66;75
16;23;42;47;75
19;31;50;59;62
2;25;32;41;71
36;50;55;69;74
5;12;19;38;42
26;45;46;73;80
7;12;33;44;63
17;35;52;54;62
6;15;18;27;80
1;9;14;48;56
41;43;51;60;61
9;13;15;20;53
15;25;36;39;66
1;5;34;48;69
2;3;6;43;73
14;19;31;66;71
13;29;39;50;57
11;24;34;56;75
1;7;17;36;46
8;27;29;56;80
4;37;47;52;79
9;19;42;61;73
6;11;32;64;75
7;14;43;64;76
29;43;44;56;77
29;33;51;59;60
9;37;41;71;73
28;33;38;42;69
18;32;37;42;59
1;21;42;53;79
5;6;22;57;80
14;21;57;58;78
1;4;24;40;41
2;5;22;66;78
10;29;44;56;69
11;14;15;47;70
6;11;13;33;63
48;56;70;71;75
11;62;65;74;80
5;7;18;25;57
6;27;32;41;55
17;18;38;54;60
11;26;58;61;70
23;32;65;72;79
4;13;16;45;80
42;47;52;61;66
19;33;61;69;74
4;27;57;74;76
8;55;57;68;79
3;18;31;35;61
1;19;34;46;51
33;37;46;74;77
5;6;20;21;44
21;29;31;35;37
1;11;33;62;68
4;12;21;44;45
14;21;26;44;58
20;27;28;55;58
5;43;45;53;69
2;39;44;49;65
8;31;50;69;72
16;25;41;43;55
12;23;31;35;63
7;9;15;18;38
19;24;40;60;77
3;20;53;57;78
7;18;32;53;72
23;26;28;51;62
13;17;36;54;70
20;22;34;43;80
2;15;24;30;68
12;18;24;54;58
2;38;53;58;59
34;41;62;74;79
6;14;43;55;79
1;27;37;48;63
3;21;30;46;59
9;18;30;48;71
14;22;34;49;77
12;25;39;46;66
2;3;32;49;59
27;33;42;62;68
33;44;45;77;78
4;36;56;71;80
10;32;66;70;77
8;26;50;70;79
23;26;56;66;76
18;20;33;36;66
9;24;31;56;60
2;42;46;73;74
2;31;47;55;60
1;10;12;55;56
3;43;63;75;80
6;8;10;53;54
1;12;53;61;63
9;39;40;52;59
8;10;26;43;45
7;16;49;61;80
36;37;70;72;75
21;24;54;65;72
24;36;43;51;52
6;8;49;64;68
4;7;51;63;75
4;6;27;57;71
11;15;55;57;60
7;14;34;49;63
22;26;59;61;65
2;23;32;38;49
12;16;24;39;79
8;18;25;73;78
13;38;51;62;74
14;30;49;75;76
34;37;41;67;79
4;29;34;46;73
5;8;38;41;79
14;28;36;52;60
22;31;33;59;63
3;15;46;52;75
2;46;66;69;72
8;12;23;65;69
7;50;60;63;71
16;21;53;60;61
1;39;54;55;67
2;10;11;50;70
13;21;40;50;60
4;18;29;44;71
4;21;30;49;68
3;7;24;65;74
14;26;47;58;70
11;15;43;51;73
21;25;33;57;74
26;38;41;77;79
4;11;44;57;70
29;49;57;70;78
1;7;8;23;33
2;20;27;30;53
20;34;60;66;69
4;12;26;79;80
3;10;22;38;45
17;23;26;34;73
4;10;18;58;72
16;39;40;59;60
11;15;21;33;57
8;27;34;46;54
19;31;61;62;71
21;22;27;34;52
14;65;66;68;73
13;16;17;26;60
20;22;25;43;78
15;16;26;38;62
14;29;39;54;76
3;21;33;48;77
6;24;35;48;63
4;9;47;53;62
1;48;49;52;63
14;24;54;68;71
20;35;36;71;77
12;38;40;53;68
10;12;29;65;79
12;25;51;60;74
33;36;44;71;75
10;14;30;44;67
6;24;26;29;32
1;9;30;38;71
10;56;62;70;78
46;47;65;67;71
12;28;37;39;67
2;18;20;23;38
6;25;27;49;73
8;44;64;66;78
7;39;43;52;59
4;43;65;75;78
46;47;51;60;76
7;17;29;55;78
30;40;45;75;78
29;68;69;75;80
21;24;30;52;53
23;31;34;72;79
7;8;42;46;56
23;30;53;58;80
11;14;49;68;69
4;5;30;43;61
14;16;40;60;68
6;12;22;54;77
8;43;58;64;79
15;23;29;31;55
5;10;30;35;79
4;37;56;66;73
4;7;34;45;74
18;19;20;26;74
24;30;33;72;74
6;21;30;66;79
20;25;37;46;79
13;23;42;65;73
25;29;50;71;75
3;6;7;28;29
9;42;46;47;49
35;50;61;62;66
10;13;23;25;40
3;41;52;59;68
26;35;37;50;52
3;10;25;43;49
14;42;44;51;65
12;31;36;52;74
1;4;20;25;76
34;49;59;70;74
6;24;33;64;74
16;40;43;63;77
8;13;20;31;37
13;15;45;54;58
18;35;72;77;80
11;23;38;51;68
5;29;52;67;73
15;26;34;41;64
16;43;65;66;71
8;21;25;34;71
9;17;39;55;69
13;33;44;54;59
13;39;50;64;77
13;16;46;54;62
10;23;49;63;69
5;28;31;58;76
39;53;55;58;78
22;29;51;58;63
3;6;24;39;63
5;10;51;70;75
21;39;56;65;74
25;27;67;73;77
13;19;41;43;58
7;43;59;61;62
4;13;39;54;80
20;37;41;51;58
6;11;38;49;58
1;28;29;59;65
19;37;46;61;65
16;31;35;72;73
35;41;64;69;70
2;3;31;50;73
3;38;50;69;78
5;14;33;52;59
15;17;41;58;76
3;4;31;34;41
21;45;50;56;69
8;41;70;72;80
7;10;29;41;68
2;22;37;59;77
6;33;35;40;51
11;45;46;54;67
8;12;28;31;34
5;14;39;47;79
15;17;18;74;77
10;41;46;54;69
12;19;52;64;72
13;43;52;64;72
14;31;32;35;62
10;20;21;33;42
16;30;40;44;73
22;35;39;53;62
17;19;21;61;63
10;45;53;59;65
2;5;11;16;51
33;35;52;65;74
4;13;39;48;77
4;6;16;22;75
4;25;46;53;71
4;20;38;64;65
13;14;35;55;76
3;12;27;61;67
15;22;30;48;73
16;28;42;66;75
3;11;30;54;57
5;32;41;51;76
9;14;37;54;80
27;32;44;46;49
32;56;65;74;80
7;18;32;52;71
9;61;63;66;67
5;7;33;42;64
20;34;66;70;75
18;43;46;47;79
41;46;54;57;65
4;11;16;28;45
39;54;64;67;71
16;22;27;41;75
1;4;21;26;46
18;30;31;36;60
6;37;38;70;71
1;4;6;8;56
11;21;37;61;70
4;18;24;65;73
6;9;10;29;38
1;34;47;61;80
22;35;44;53;66
8;13;62;66;67
7;22;51;66;78
3;14;38;64;65
9;17;63;75;77
2;23;28;63;64
11;12;35;63;80
15;36;44;54;65
6;33;36;37;78
10;18;23;36;78
2;44;45;60;67
1;9;54;59;76
3;37;64;71;75
14;17;50;64;72
40;45;53;72;75
19;34;56;74;76
8;37;39;41;66
27;35;56;59;73
35;41;60;75;77
9;26;55;67;74
15;21;61;62;65
8;13;18;26;29
27;33;45;70;76
6;10;55;68;71
18;37;41;57;76
5;8;10;22;54
12;39;57;64;80
48;54;67;68;73
9;24;63;64;72
33;61;70;77;79
2;31;55;59;76
18;20;43;70;76
3;7;30;46;76
18;33;36;68;71
12;29;34;52;76
2;14;20;57;79
12;47;64;70;71
7;26;59;60;66
5;57;58;65;80
1;16;24;48;64
5;11;44;60;80
22;31;37;53;71
21;27;37;48;61
26;31;53;65;72
36;53;54;55;68
10;24;28;52;79
8;14;49;70;72
26;29;47;68;80
1;13;15;56;61
22;23;25;34;56
15;21;38;43;59
10;14;29;63;72
5;62;66;68;75
7;27;35;39;49
4;29;35;46;47
13;41;44;70;71
20;33;41;46;67
23;37;42;46;79
10;16;45;63;75
6;12;13;14;76
28;33;35;74;79
28;33;41;69;74
13;34;55;57;59
42;52;62;73;74
25;27;40;63;70
1;2;54;57;79
13;32;39;52;59
12;38;49;53;77
4;26;29;53;57
25;31;51;60;71
23;30;57;65;66
5;40;59;63;79
3;18;27;31;43
4;7;19;55;69
14;27;36;39;47
48;53;60;66;77
3;12;29;38;52
7;11;23;65;70
4;17;54;66;80
46;58;69;79;80
25;46;47;49;66
6;22;33;53;67
3;19;34;45;79
16;20;25;26;58
29;45;50;68;72
19;23;60;70;80
45;48;71;73;75
2;18;39;44;55
23;27;54;59;60
11;13;24;54;71
20;29;42;58;71
11;47;58;67;73
8;18;32;62;80
12;23;24;37;63
11;20;22;24;34
2;6;9;45;64
9;16;46;49;70
28;40;45;46;54
2;29;63;72;77
17;20;21;65;77
9;17;26;49;50
7;8;12;19;59
21;37;42;53;61
13;21;31;48;77
26;29;61;69;74
12;20;52;71;72
9;34;42;54;64
29;42;53;58;80
12;37;50;67;75
11;14;22;33;80
2;4;22;50;61
19;28;41;69;78
4;19;20;53;69
4;7;13;30;41
12;16;19;20;68
45;46;51;53;73
17;32;41;58;69
4;9;63;71;78
1;4;7;13;78
9;26;28;32;41
33;36;37;47;69
7;9;34;66;78
13;24;30;33;43
15;20;28;38;54
9;10;15;63;69
12;32;68;73;75
39;43;44;56;70
28;30;37;64;76
42;55;56;62;80
4;16;20;32;61
35;50;66;67;77
6;24;53;73;76
23;24;26;31;44
7;12;21;58;74
1;15;33;53;70
5;31;63;64;78
9;13;66;72;74
12;18;67;68;71
25;31;34;39;65
10;28;39;44;62
11;20;22;34;44
2;21;34;52;72
32;55;56;62;63
25;40;61;69;78
11;13;31;51;69
21;27;42;57;71
37;52;59;72;79
5;23;38;56;75
37;45;58;59;72
10;14;27;58;60
10;52;54;57;63
11;38;54;63;67
5;11;17;27;53
29;63;69;75;78
12;14;35;39;56
14;34;38;46;59
3;15;21;36;68
17;35;41;71;76
9;16;37;45;77
25;40;45;59;76
2;17;34;37;68
