Bola1;Bola2;Bola3;Bola4;Bola5
6;39;48;52;57
11;40;68;72;74
17;19;42;43;64
21;28;39;67;76
9;48;57;71;76
2;17;51;67;74
2;52;57;64;78
4;14;31;34;70
4;16;24;72;73
13;21;30;38;58
43;51;60;67;77
8;16;26;27;43
41;45;52;74;80
5;18;38;41;63
42;43;47;72;76
4;17;69;70;74
5;52;63;66;70
4;9;43;67;68
9;16;24;69;70
1;28;30;64;72
19;21;23;38;45
12;48;50;65;79
5;32;35;37;74
1;11;13;16;20
5;19;74;77;78
29;31;54;56;61
22;26;44;56;78
17;19;30;42;73
2;34;54;60;72
8;36;46;65;78
23;29;35;52;75
11;46;49;64;69
4;59;61;69;71
13;52;54;61;70
3;8;10;14;63
12;14;23;49;63
3;21;32;54;66
1;11;18;29;76
3;38;44;46;73
26;38;40;48;79
4;70;73;76;80
29;36;47;70;77
14;26;43;51;76
4;8;35;48;69
15;23;25;30;37
4;31;58;65;66
4;13;16;35;67
4;15;17;56;59
3;53;54;60;62
3;12;26;54;62
5;15;30;68;79
13;15;31;39;63
10;16;18;52;59
3;11;49;53;61
11;42;45;73;77
9;19;21;38;58
29;51;62;69;75
13;18;41;54;77
2;10;27;52;73
4;11;14;15;33
20;29;41;69;77
3;13;21;24;67
11;14;55;58;74
2;13;53;66;79
1;4;15;23;37
1;23;38;59;70
6;30;51;53;69
28;46;59;67;68
8;10;17;68;76
14;21;22;59;73
13;23;39;40;48
14;40;52;63;71
2;13;32;48;51
6;27;49;61;75
2;45;46;48;55
18;30;46;47;76
10;39;40;55;71
12;14;46;58;71
13;15;19;41;72
10;15;16;62;69
17;25;43;47;65
30;33;46;52;58
4;40;44;67;70
24;25;45;57;63
25;35;51;53;57
15;17;24;54;74
3;6;25;40;54
7;13;21;47;63
1;6;37;60;75
54;58;70;76;80
10;22;30;55;75
9;13;14;19;32
1;20;37;73;79
1;8;29;55;74
8;13;27;44;79
16;19;24;54;74
21;39;40;47;59
35;36;47;49;69
41;51;53;56;64
10;14;22;73;80
11;13;28;30;54
5;16;27;35;40
8;18;31;60;70
12;23;65;68;74
6;39;42;59;74
11;14;28;45;49
4;12;27;36;44
1;8;21;31;58
8;18;41;42;75
10;15;22;28;31
6;8;41;48;76
1;9;26;35;78
30;43;52;65;74
16;48;52;72;73
31;45;46;65;74
11;25;32;39;47
1;6;38;45;79
2;10;70;71;77
42;46;64;67;71
18;24;32;51;59
3;11;19;63;67
7;47;49;60;78
15;37;54;69;71
21;26;49;75;79
3;7;36;38;57
1;11;29;62;71
5;21;25;32;41
9;45;49;63;75
14;26;38;59;69
48;51;62;72;79
4;15;17;25;64
3;17;39;57;64
35;46;67;77;79
22;37;43;53;63
8;11;23;59;64
14;17;28;32;71
21;22;48;50;80
7;31;32;67;70
4;32;46;48;65
6;35;52;64;73
10;36;52;63;68
23;41;47;48;55
20;39;47;71;79
34;41;44;60;72
36;39;43;59;65
24;34;37;44;45
33;35;50;54;60
22;27;69;76;80
53;58;61;74;78
1;24;34;36;74
2;26;31;41;57
16;23;36;51;72
3;30;45;57;66
1;15;33;53;68
26;29;69;72;79
4;22;57;60;62
1;8;37;51;73
8;16;24;39;73
9;38;44;73;79
34;36;43;51;54
10;22;39;69;74
19;51;60;64;71
15;38;45;47;53
10;34;39;62;76
6;22;43;50;61
16;35;52;76;77
10;17;34;37;64
31;59;64;65;67
18;25;50;51;55
12;47;51;55;73
13;17;54;64;79
7;39;48;66;79
21;23;42;52;56
1;10;36;64;71
16;50;53;60;72
4;24;36;43;50
24;28;50;58;68
9;20;55;70;79
16;19;27;62;69
13;46;52;56;78
5;25;27;29;63
21;46;50;60;67
32;44;53;67;72
40;47;51;58;72
13;43;45;74;76
8;37;47;58;64
16;17;55;78;79
41;42;49;68;73
1;26;42;59;75
10;13;25;56;67
1;6;9;17;27
3;61;69;76;77
9;16;39;47;75
12;14;30;42;70
34;37;52;60;66
1;29;51;54;57
12;40;64;65;69
1;5;15;28;37
4;13;17;28;72
4;6;23;30;54
23;36;56;57;70
7;14;17;47;56
12;18;28;45;73
10;32;33;51;53
4;37;45;55;65
40;43;50;56;63
6;34;57;61;79
31;41;45;52;64
3;26;44;49;54
7;29;45;53;78
8;32;44;46;67
13;36;41;71;80
21;33;36;56;61
20;42;49;79;80
4;30;49;64;73
5;45;51;56;77
21;24;36;40;71
11;12;33;36;78
25;57;64;76;77
3;32;40;50;68
13;28;29;47;77
30;35;40;43;79
18;46;48;61;69
4;8;16;40;50
4;37;38;59;63
1;9;36;44;50
9;10;22;49;52
6;33;38;49;58
6;12;35;41;58
11;21;52;63;70
11;43;48;57;67
6;26;65;70;74
32;34;41;45;57
4;5;15;66;79
16;39;44;68;73
6;9;23;44;78
9;26;32;61;63
40;48;62;71;75
8;36;46;49;60
6;7;50;51;70
11;28;49;56;79
10;13;33;34;74
9;19;32;34;35
24;28;35;46;61
21;25;38;42;60
18;20;46;57;77
39;41;42;57;73
6;18;22;50;52
27;29;37;50;57
17;41;46;57;71
21;48;62;71;79
7;14;25;38;68
10;20;50;64;67
18;19;23;34;67
15;17;57;73;74
9;14;36;58;70
33;55;59;66;76
1;8;26;65;69
30;40;42;52;76
2;48;55;71;74
35;36;43;64;72
1;16;18;21;36
1;10;44;68;77
5;26;45;57;61
6;8;30;47;71
5;9;46;50;54
15;50;51;58;65
8;28;33;54;56
16;25;27;76;80
10;11;13;31;38
37;46;55;56;74
35;40;47;49;53
48;63;66;70;73
6;9;47;49;77
6;45;57;59;70
5;12;28;68;71
20;26;46;58;80
1;60;61;62;71
29;47;51;52;73
2;10;34;43;66
12;31;59;71;77
16;46;49;53;63
21;24;60;76;77
5;11;15;34;35
15;53;55;63;79
30;33;45;58;77
3;4;18;33;80
22;23;32;50;70
37;44;49;53;60
41;44;52;59;77
6;12;30;62;72
3;14;16;22;52
21;38;60;67;79
1;27;32;56;71
1;4;36;47;65
18;22;28;47;54
1;6;44;52;80
5;8;17;34;71
10;23;26;37;53
33;49;55;69;76
4;5;6;14;27
1;15;24;42;72
8;9;46;64;65
8;34;36;65;74
7;31;38;39;52
3;33;41;53;59
23;24;33;52;62
6;32;33;39;75
27;28;29;34;79
12;16;66;78;79
33;39;49;53;71
3;20;29;39;74
11;20;26;47;65
15;30;49;64;72
14;22;52;78;80
9;35;36;40;63
8;24;29;54;70
21;34;49;50;54
7;11;19;29;39
13;26;28;37;67
12;33;64;68;70
6;58;61;63;79
15;19;51;63;72
9;11;32;62;79
12;27;31;34;55
4;30;55;62;71
1;11;17;18;37
33;46;49;54;56
8;29;59;65;80
12;16;17;25;50
27;43;44;56;59
29;50;58;77;78
2;6;15;34;36
8;19;38;42;79
45;46;47;54;65
3;9;27;50;53
31;34;37;39;45
26;39;41;42;74
19;22;26;57;64
12;15;42;58;78
26;29;42;47;68
28;38;52;59;71
8;12;29;62;65
14;31;38;49;73
16;42;49;51;75
9;22;62;63;72
12;40;60;69;77
1;8;32;65;67
12;42;46;49;80
9;24;27;30;68
33;34;71;74;79
16;38;44;76;78
9;35;43;49;78
24;36;44;45;46
8;54;57;64;66
2;16;64;69;77
2;22;31;64;75
22;25;56;76;80
5;9;24;48;77
1;13;27;59;71
37;47;52;72;79
42;60;62;66;75
22;31;34;73;74
16;21;37;38;60
5;12;32;44;54
19;21;55;60;62
6;19;21;27;58
17;37;53;69;80
10;33;42;49;70
2;14;47;53;78
11;38;40;41;78
9;14;56;68;79
27;34;46;55;70
1;13;45;55;58
2;20;30;45;74
3;9;24;33;60
1;10;47;73;75
4;10;26;36;80
5;25;27;62;71
9;39;60;74;79
28;33;42;62;63
20;24;45;56;61
10;21;22;25;63
28;39;42;59;78
11;19;38;48;54
20;26;57;61;63
16;19;34;38;55
12;49;55;67;80
7;21;32;36;52
1;27;44;56;74
26;41;46;55;67
21;31;45;48;55
28;33;42;48;76
2;25;43;53;64
5;21;22;62;77
5;8;35;55;70
26;29;51;59;62
22;32;60;68;72
26;45;69;77;80
33;39;51;56;72
5;16;41;53;68
9;22;26;34;78
2;15;20;32;34
40;42;51;52;66
14;39;41;66;75
15;16;41;42;55
1;10;23;41;76
3;26;47;61;72
34;35;40;48;49
22;29;64;66;70
12;28;45;56;59
27;39;55;71;75
22;32;44;65;74
4;7;25;35;52
26;47;59;64;70
48;53;62;67;77
18;25;28;51;69
12;21;52;60;63
13;25;52;55;71
4;28;51;58;76
3;19;25;29;58
24;25;40;56;75
22;38;40;48;78
30;37;38;45;61
2;4;26;67;80
7;16;21;28;77
3;20;31;37;62
15;18;56;61;68
8;34;37;55;73
20;21;47;57;60
8;16;39;63;71
12;32;51;77;80
9;38;48;68;80
22;29;35;47;76
2;8;50;62;64
19;43;57;58;66
5;10;46;58;80
14;36;49;59;68
9;10;13;23;68
2;29;38;58;63
5;16;30;47;73
23;31;38;51;58
8;41;64;66;68
2;25;29;48;61
1;28;30;42;68
6;10;44;48;57
4;19;35;42;49
8;21;29;58;62
12;13;29;35;65
12;14;27;41;72
5;21;61;79;80
10;33;41;45;78
10;12;38;52;75
13;16;31;35;51
2;13;31;56;71
8;16;23;26;55
9;20;21;39;65
8;9;37;38;40
14;24;37;39;76
17;18;36;37;40
15;24;30;44;77
16;54;61;75;80
18;39;49;55;80
6;23;36;66;69
8;21;38;61;67
32;53;67;69;71
8;38;50;60;67
2;23;67;74;77
1;2;11;42;44
35;44;51;59;67
17;18;27;68;80
4;14;49;58;79
39;41;48;71;79
28;38;43;60;79
4;24;28;39;61
6;21;26;64;75
7;13;42;56;69
8;26;38;56;58
14;15;54;68;75
35;41;57;64;66
23;38;49;51;71
8;20;33;41;44
20;42;56;75;76
14;41;51;73;80
7;32;49;60;75
3;7;54;59;63
22;25;28;72;77
3;16;21;67;78
17;28;51;56;75
13;40;65;69;77
2;43;59;68;75
18;20;25;35;62
16;26;29;32;74
6;8;15;42;59
12;14;36;64;80
17;42;55;70;79
27;38;59;67;75
10;17;18;28;31
9;40;50;52;58
16;17;45;50;62
28;31;47;51;59
14;23;54;58;80
27;43;45;49;69
16;33;54;56;59
20;32;46;48;62
24;29;46;74;76
8;15;43;53;72
12;17;54;58;67
3;24;43;47;63
22;29;72;78;79
11;38;42;46;74
8;35;42;54;57
22;34;35;48;80
7;17;26;41;63
2;13;16;59;61
15;23;29;53;64
5;34;61;67;77
27;38;45;72;78
1;2;4;41;72
34;40;65;66;76
7;13;25;61;78
5;14;32;55;56
1;35;36;44;67
10;27;54;59;75
42;43;65;66;70
5;16;50;51;57
32;36;41;51;76
14;22;45;64;72
38;42;57;62;68
22;49;59;66;76
4;8;37;44;50
4;39;46;68;71
8;10;22;66;76
23;60;62;68;80
47;51;58;60;76
10;34;37;74;77
24;40;42;52;74
4;39;50;62;76
2;20;23;43;51
12;28;29;34;71
26;28;51;64;74
20;48;60;73;77
8;39;48;71;75
17;42;48;54;68
14;27;32;51;58
9;40;60;61;67
22;38;40;63;66
7;8;59;64;65
15;21;22;34;79
2;13;50;71;80
12;20;22;42;79
9;13;35;45;70
27;42;56;63;65
7;8;9;50;75
36;44;45;60;66
12;30;46;54;56
29;46;52;55;73
16;28;33;57;61
16;23;26;55;59
10;14;62;63;75
16;18;42;54;61
47;51;54;56;80
7;18;49;53;71
1;9;29;75;76
11;13;44;52;80
5;24;43;63;75
3;14;18;67;73
27;28;55;59;71
37;43;51;68;72
20;22;30;39;53
32;44;49;73;77
3;6;33;47;60
9;13;15;28;59
10;27;32;33;42
19;21;43;72;79
7;11;30;36;52
1;5;11;72;76
7;19;23;31;37
8;10;19;20;32
2;27;29;35;78
3;15;24;65;75
5;16;26;60;80
4;29;40;50;55
13;19;23;30;32
11;29;31;38;52
36;53;56;62;71
14;49;54;57;76
7;31;66;75;78
19;49;51;63;78
5;29;42;44;76
21;24;37;57;60
10;30;35;37;65
8;37;43;45;68
6;24;68;74;80
7;24;26;50;66
24;26;38;47;80
5;31;33;53;73
27;29;67;69;74
3;12;52;54;67
28;34;65;66;70
15;42;46;50;76
3;15;40;69;80
24;27;43;63;80
3;4;53;58;66
9;23;33;40;42
4;21;26;35;57
9;25;32;40;69
3;31;50;75;79
8;11;22;56;65
8;18;30;44;70
1;15;16;70;73
2;18;41;45;46
5;29;59;62;72
11;13;26;64;66
8;15;19;44;56
6;32;41;52;53
11;27;69;75;76
10;30;60;71;78
2;10;14;55;77
1;4;13;22;72
1;38;41;44;70
21;30;54;66;71
23;42;53;64;74
7;22;42;45;49
13;14;25;58;70
11;18;26;27;66
3;24;35;56;62
8;10;44;61;71
12;40;49;56;76
21;26;32;39;51
27;37;46;67;70
3;10;35;45;47
10;12;19;20;34
31;34;55;58;67
33;35;56;60;74
4;15;28;43;80
19;36;39;42;53
35;45;59;68;74
3;43;45;58;80
1;19;26;49;75
1;6;21;52;63
4;18;31;61;66
21;28;46;71;72
10;13;41;61;76
2;46;60;71;78
6;9;16;57;60
8;44;52;63;64
2;14;30;59;64
16;39;58;60;73
1;2;12;16;56
29;33;54;71;72
14;39;45;66;73
10;17;25;27;31
2;4;12;16;73
16;31;35;45;51
2;9;17;19;49
3;6;32;65;78
2;7;47;54;72
20;29;49;72;74
4;30;43;50;62
5;12;38;72;77
27;40;44;58;76
14;27;30;32;50
16;45;61;75;76
17;37;40;63;79
16;24;38;39;77
11;29;30;34;66
20;39;48;64;65
5;40;43;65;72
11;23;41;42;77
11;17;48;52;77
4;7;60;68;72
15;16;40;51;69
20;36;44;52;63
9;10;22;34;72
1;4;8;70;79
8;20;38;71;79
3;10;11;13;28
8;29;45;51;72
15;18;58;59;60
18;41;45;68;72
5;7;25;36;63
3;35;52;53;66
13;14;53;54;64
17;32;34;48;76
40;55;73;75;78
7;23;30;50;79
11;28;33;49;52
19;20;55;60;74
2;42;46;50;78
9;13;41;58;60
4;11;30;34;62
3;6;30;47;72
16;17;48;73;80
7;20;25;36;73
2;13;22;34;61
15;47;51;68;72
1;27;30;40;71
15;45;63;64;66
10;33;59;60;80
42;47;52;69;70
31;34;54;56;71
23;44;45;51;68
1;2;4;9;67
14;28;48;67;69
7;11;46;53;55
4;56;57;62;65
26;34;37;44;45
3;51;54;55;57
37;40;43;50;58
7;13;17;32;61
1;27;32;57;77
4;6;7;62;74
9;42;60;72;79
5;11;35;44;78
1;5;8;25;80
9;28;36;41;79
2;20;27;56;61
41;55;62;75;80
14;61;62;64;72
47;51;61;62;75
13;33;40;57;69
10;12;52;65;70
17;49;50;51;78
49;61;64;71;75
1;4;20;58;74
20;21;64;74;76
7;21;60;72;75
16;18;26;37;80
19;35;45;60;77
14;17;21;25;42
16;44;46;51;66
2;13;20;38;50
9;25;37;40;70
7;19;40;63;80
12;22;31;36;77
27;44;54;70;73
4;6;11;56;67
2;47;58;66;68
5;26;27;46;59
9;17;46;47;72
16;48;53;61;74
6;37;41;52;55
13;35;60;63;73
3;13;22;39;69
14;22;38;39;80
13;21;64;66;80
7;10;40;45;49
3;20;45;58;68
9;13;58;69;72
19;52;56;70;74
46;53;72;77;79
5;22;52;62;67
13;15;21;52;72
6;28;34;44;60
1;20;51;62;74
6;7;9;53;67
6;8;37;46;53
4;15;35;42;46
7;29;40;41;53
10;21;38;57;59
6;38;42;60;67
15;28;49;61;80
22;41;58;60;78
1;18;20;50;70
29;36;44;54;59
7;68;71;74;76
8;18;34;35;67
2;10;32;43;77
2;4;39;72;73
10;14;29;47;65
16;30;34;43;51
3;22;63;68;74
49;59;68;75;77
2;18;35;50;54
5;15;17;42;60
22;41;48;71;76
16;45;46;50;77
22;25;28;37;56
3;4;12;70;78
1;32;38;53;77
15;25;26;30;78
1;31;39;48;56
21;52;60;68;73
13;24;61;62;78
20;48;52;79;80
2;4;30;37;44
5;22;27;47;73
25;42;44;64;69
1;52;59;69;72
10;45;61;62;80
1;4;17;54;55
5;20;26;59;61
7;45;62;63;69
10;34;58;75;80
16;39;50;70;76
2;3;16;18;63
4;15;20;64;80
24;25;48;52;79
4;25;35;44;62
8;12;26;36;59
22;36;41;68;77
20;40;57;70;79
16;29;32;39;70
23;24;32;42;73
10;19;41;47;54
2;5;19;31;62
19;22;29;30;32
17;20;41;64;76
1;3;4;33;49
6;17;66;67;75
10;12;51;65;71
3;9;37;64;68
33;43;45;65;72
17;37;68;74;80
1;13;42;56;65
2;18;41;68;70
4;25;50;59;72
1;3;28;48;69
5;10;19;29;50
9;17;44;50;63
1;28;50;63;74
12;33;34;40;67
6;49;51;54;56
13;20;31;62;79
15;43;68;74;75
10;14;15;63;73
29;40;41;57;70
8;9;33;39;51
9;18;27;51;56
9;21;39;47;75
14;30;51;53;71
12;31;42;46;56
14;19;30;72;76
6;9;19;46;67
6;13;39;43;65
10;14;37;61;74
3;4;12;13;68
29;45;53;72;80
1;3;39;53;59
13;19;34;69;77
2;8;20;24;69
12;42;43;76;79
6;16;31;50;56
9;33;60;70;75
18;53;59;67;79
8;29;39;59;73
7;11;41;49;59
13;18;37;46;47
19;20;30;55;78
18;20;25;47;68
1;3;31;37;42
39;46;54;55;76
6;14;37;54;62
40;43;46;66;71
36;42;51;71;78
17;36;37;41;43
4;36;53;73;79
4;8;26;55;75
14;32;38;51;60
11;14;24;76;79
7;35;54;59;71
27;41;67;71;72
25;33;44;61;75
19;32;43;50;52
1;14;15;23;30
43;50;55;79;80
2;23;37;58;72
15;26;58;62;79
5;10;11;47;65
6;16;21;48;80
6;9;21;37;47
3;39;74;75;78
35;40;43;55;69
5;10;36;50;60
6;25;31;71;75
2;10;38;49;73
13;19;27;30;44
6;15;26;28;60
18;24;29;66;77
11;22;27;40;78
11;23;29;31;44
9;27;37;67;76
43;44;48;69;70
12;22;33;40;56
3;37;42;54;70
19;31;44;62;65
23;28;40;49;73
28;41;58;60;79
4;23;24;25;31
6;11;15;25;48
51;53;75;77;80
24;26;28;48;68
33;41;52;56;75
44;57;71;76;79
2;5;15;36;62
5;28;39;75;80
22;29;66;69;77
2;53;57;71;77
14;21;69;70;79
7;9;22;24;80
8;38;40;63;78
2;10;13;55;58
2;6;39;59;73
44;51;54;55;75
13;29;31;39;44
9;20;26;36;54
11;13;20;33;67
12;27;36;47;62
9;27;59;62;74
10;53;61;68;74
8;10;14;47;48
5;12;25;54;62
2;6;54;73;76
10;32;33;39;69
6;57;68;69;80
18;31;57;79;80
8;35;61;67;68
12;45;69;71;77
15;29;36;75;80
17;20;29;46;79
6;20;57;63;66
15;16;34;42;43
18;27;50;63;64
2;9;37;66;67
31;35;41;66;75
7;23;49;58;65
1;8;15;23;57
31;37;62;73;77
21;28;29;51;58
11;23;29;62;70
15;18;23;34;60
6;43;44;57;80
19;55;66;67;78
8;13;14;33;59
11;37;55;62;68
10;17;23;45;68
3;10;13;37;80
9;14;28;56;62
11;12;26;29;77
8;24;31;39;72
31;33;63;67;72
1;17;22;38;67
38;53;69;75;78
17;21;25;44;75
6;35;40;53;65
1;5;15;27;44
7;19;72;75;78
14;17;39;45;76
42;44;58;62;70
18;21;52;60;72
6;7;10;38;48
4;14;15;29;36
5;6;10;26;64
4;32;43;44;52
13;33;39;57;64
24;34;45;74;78
31;43;46;55;77
5;18;37;39;58
7;56;62;64;75
32;48;51;54;70
9;25;26;31;40
4;19;27;33;55
8;12;48;52;60
25;30;32;68;75
2;13;39;56;72
9;18;25;65;72
18;36;49;65;79
3;17;36;37;45
1;7;19;40;53
11;39;44;49;71
5;40;42;53;57
10;26;28;61;71
10;29;42;63;80
10;28;51;54;68
11;49;58;73;79
12;18;34;57;74
41;47;64;66;72
4;17;38;40;49
7;11;41;49;68
1;20;54;59;71
19;30;41;56;64
34;71;75;76;78
12;25;30;55;80
3;5;37;40;48
15;34;40;42;52
8;16;58;63;72
14;19;23;68;69
10;37;43;48;74
5;33;38;58;78
1;4;44;57;66
25;28;34;43;56
16;23;25;38;53
30;32;34;40;69
3;33;35;42;68
18;31;37;51;71
13;15;22;43;48
35;58;64;73;77
17;30;31;39;75
25;32;69;78;79
15;17;33;73;76
25;35;52;57;60
5;9;62;66;74
6;8;17;39;73
19;30;31;43;52
2;34;38;41;44
5;7;22;40;62
17;35;40;46;74
6;14;66;68;73
5;19;37;69;72
12;18;39;40;60
23;25;51;52;56
1;5;40;70;73
2;19;49;53;69
4;9;25;41;45
10;13;26;38;63
5;33;41;48;54
5;10;33;49;61
9;11;15;47;53
12;26;36;45;75
4;19;29;69;71
31;35;41;44;47
37;49;65;72;79
22;26;35;59;66
17;19;33;37;71
5;11;60;68;79
2;3;16;56;73
5;28;40;47;73
33;53;56;71;79
1;7;15;72;73
1;47;58;64;73
7;8;10;61;73
34;55;67;72;77
15;18;31;54;55
10;16;36;61;80
38;61;65;66;76
1;33;41;43;60
13;48;64;66;77
15;26;31;36;43
10;13;17;37;38
37;49;52;56;65
15;26;29;47;79
30;40;43;44;78
9;11;66;71;77
25;41;59;66;74
1;38;53;64;76
11;30;37;46;70
17;28;30;37;46
13;47;58;75;78
33;37;44;50;79
14;25;29;60;77
1;31;59;70;80
8;11;25;26;50
1;11;25;30;75
3;29;31;35;48
1;46;53;70;75
6;24;25;38;53
1;5;32;53;71
4;49;51;58;60
9;22;38;39;55
14;17;28;47;56
2;11;28;42;76
20;33;42;49;72
1;20;31;36;61
14;26;32;47;69
24;25;55;62;69
33;39;48;65;77
5;29;35;58;62
1;31;44;54;72
21;31;62;68;78
11;15;26;29;39
21;29;60;62;65
11;18;26;53;56
2;17;22;74;75
28;30;47;55;58
1;42;48;53;62
8;25;30;52;67
1;15;20;57;79
1;10;23;52;53
5;7;33;36;38
56;69;74;75;78
4;20;25;34;56
2;4;20;25;57
23;40;41;78;80
48;61;66;69;72
19;31;41;47;55
11;15;39;40;69
5;18;22;34;56
18;26;29;59;69
4;23;33;44;46
2;60;61;64;76
4;38;46;52;72
1;31;44;48;78
18;27;31;63;78
17;19;20;26;47
2;13;42;52;75
22;52;57;59;72
5;18;32;58;64
11;28;41;69;72
1;30;50;57;65
2;4;26;49;55
7;24;29;35;56
15;41;48;52;58
32;37;44;50;58
14;28;39;71;77
2;14;31;60;64
7;12;52;68;79
12;18;26;31;33
3;28;33;52;57
10;31;44;53;75
7;8;45;47;62
9;13;28;55;64
28;61;66;68;70
4;39;41;54;73
8;31;49;63;64
37;39;43;68;75
26;47;54;55;79
25;38;39;52;53
44;47;49;55;80
31;60;62;73;76
12;17;23;26;60
13;61;69;70;71
34;50;71;77;78
3;21;39;45;53
31;39;46;66;79
16;26;47;50;78
15;27;30;58;61
18;24;41;67;76
6;28;37;38;77
10;14;22;68;77
6;32;47;54;78
31;33;39;49;54
6;7;14;51;52
10;40;59;64;74
45;47;52;73;76
36;38;57;67;68
4;5;6;41;76
29;33;47;63;76
21;34;37;43;71
1;19;37;44;48
11;48;49;50;54
23;32;71;75;77
4;11;18;38;64
5;28;55;58;78
4;7;60;73;74
4;8;18;47;78
4;7;33;52;57
7;25;26;37;55
14;24;27;73;75
12;46;48;72;77
22;31;48;70;76
22;29;50;58;78
37;42;49;51;76
7;14;24;62;68
36;48;52;71;74
8;28;34;48;64
16;19;21;28;61
1;8;55;74;80
6;23;33;36;53
15;26;62;74;80
4;10;52;73;75
17;22;25;39;40
17;21;50;68;76
4;5;15;46;60
39;41;42;63;69
1;22;38;57;62
3;62;63;66;69
10;36;38;51;80
5;20;26;52;80
5;27;30;50;62
12;39;40;70;75
34;37;55;60;70
2;10;14;24;34
2;26;51;52;65
4;10;15;48;54
44;58;66;67;75
15;22;34;60;61
4;46;48;49;65
15;25;37;43;55
6;48;53;77;79
7;19;46;69;73
4;10;11;21;53
36;39;75;78;79
28;51;59;68;77
16;28;34;64;77
10;26;33;37;59
6;13;32;47;50
7;11;13;26;35
28;33;39;46;74
15;27;40;68;76
4;13;51;72;73
33;46;72;74;78
20;38;40;45;48
5;22;36;41;79
15;29;58;67;70
10;22;23;35;60
23;35;50;55;75
4;5;10;34;55
18;28;39;44;55
12;28;39;58;80
18;59;62;72;77
18;40;62;66;75
22;23;50;68;69
46;49;55;57;70
42;54;57;63;68
2;5;27;29;80
32;42;44;52;62
29;40;43;62;68
5;18;49;59;65
33;50;52;69;70
39;49;50;67;76
16;31;36;44;68
1;8;43;65;80
5;12;29;35;65
4;5;13;14;17
6;28;36;55;76
25;29;71;72;78
34;53;67;73;79
20;36;59;65;79
20;27;29;48;67
3;8;49;54;63
1;11;35;77;79
18;21;43;45;47
25;32;51;64;80
3;22;34;72;75
2;15;38;41;61
4;21;29;30;80
19;31;47;49;65
7;15;16;40;43
7;12;16;35;50
1;13;53;54;72
4;5;6;42;66
5;22;39;40;56
28;30;49;61;80
9;27;55;63;74
3;10;52;60;62
32;49;57;62;71
17;20;29;56;61
37;42;48;64;71
14;15;28;58;68
4;37;49;51;68
43;45;48;66;69
7;41;48;58;62
5;10;24;51;64
16;52;56;59;65
2;14;28;35;48
10;23;44;56;71
4;20;40;50;62
29;35;36;48;62
26;27;46;51;75
8;24;26;35;75
23;24;37;49;78
4;12;26;57;67
5;21;36;45;73
22;59;62;63;77
3;23;33;68;73
28;33;71;72;79
23;31;46;47;76
9;22;43;53;67
16;32;37;53;59
39;52;54;63;69
11;18;20;58;60
8;19;29;47;74
6;10;16;49;78
41;57;60;68;80
18;23;48;78;79
2;41;53;71;72
16;64;66;74;77
13;26;45;63;68
6;9;12;25;27
8;28;42;51;68
12;26;38;49;62
3;9;10;40;70
3;16;17;34;67
2;21;53;59;74
45;48;55;59;80
2;23;39;47;66
23;44;54;68;79
5;7;16;25;26
27;28;38;44;57
16;22;54;67;77
19;20;22;26;61
1;36;46;54;70
18;19;50;54;67
9;22;56;60;64
3;23;32;72;80
6;9;30;39;40
31;36;46;47;59
16;34;35;45;60
34;50;54;56;69
9;24;32;54;63
32;42;45;64;77
12;27;49;55;70
35;42;62;69;73
23;34;63;73;74
6;17;25;26;76
4;13;51;52;62
30;53;59;64;80
4;20;28;60;78
5;18;24;41;63
13;36;40;55;56
4;18;21;76;79
19;31;36;46;70
15;16;24;27;67
35;51;71;77;79
4;6;22;34;43
32;35;44;55;65
2;46;50;55;72
28;40;62;76;79
7;9;13;18;24
18;24;30;66;76
28;50;57;71;72
8;14;69;71;79
38;43;60;70;76
31;51;59;73;77
12;25;43;46;68
15;48;52;53;76
1;3;5;67;79
28;29;40;46;67
11;15;29;48;67
19;30;36;51;57
3;35;68;75;78
11;31;34;43;60
45;52;57;68;70
8;40;41;70;80
7;36;42;49;76
4;20;35;59;77
6;46;52;53;56
9;25;29;31;78
18;26;46;55;56
18;30;49;59;60
4;11;40;60;67
2;8;33;60;75
20;29;32;43;65
25;29;36;56;70
4;47;51;63;75
30;51;57;66;79
10;12;42;48;60
4;12;17;61;62
22;61;65;66;70
23;34;36;52;69
16;43;51;59;76
35;45;47;76;79
4;10;19;68;79
24;28;31;35;47
40;66;67;72;77
34;40;42;49;66
3;8;42;75;77
13;14;42;58;61
8;13;28;31;74
31;53;55;60;68
1;11;15;27;65
22;30;49;63;64
8;30;40;68;77
15;20;48;75;79
15;43;56;69;77
14;28;29;36;41
1;30;42;57;71
26;31;39;45;80
19;36;38;54;66
18;26;37;49;77
20;27;72;75;79
2;16;50;73;78
15;23;49;51;71
8;28;33;37;77
23;46;50;63;75
15;27;47;61;71
4;8;33;67;72
3;4;23;34;57
7;29;49;72;73
13;24;65;73;74
14;26;27;55;56
9;16;17;58;64
44;46;50;63;79
3;17;46;63;78
3;4;26;60;61
17;38;40;52;70
2;7;20;53;64
28;39;58;59;77
9;42;74;76;78
7;18;49;56;75
20;53;58;66;72
22;28;51;58;75
2;12;17;42;72
31;46;47;60;67
6;16;29;36;54
5;31;44;45;74
10;36;56;61;74
4;35;53;68;74
27;41;42;45;67
18;29;53;56;68
5;17;29;49;72
9;33;46;48;70
8;13;53;54;55
8;27;34;59;61
12;27;35;71;79
5;29;42;49;74
